salarys	38969 - 77848	1
		
days	avg	0.0
days	max	0.0
days	min	0.0
 		
experience	between1And3	1
  		
employment	full	1
   		
schedule	fullDay	1
    		
skills	B2B Продажи	1
skills	Активные продажи	1
skills	Телефонные переговоры	1
skills	Развитие продаж	1
skills	Ведение переговоров	1
skills	Проведение презентаций	1
skills	Заключение договоров	1
skills	Пользователь ПК	1
skills	Деловая переписка	1
skills	Работа в команде	1
skills	Деловое общение	1
skills	Грамотная речь	1
skills	Деловая коммуникация	1
     		
