,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
532,532,"⦁ вёрстка страниц для сайтов на основе psd макетов (bootstrap); ⦁ вёрстка для адаптивных и мобильных решений; ⦁ выполнение правок на сайтах (по верстке, на wp); ⦁ оптимизация кода и графики; ⦁ самостоятельная «нарезка» графических элементов из растровых и векторных исходников;","⦁ никакого общения с клиентами; ⦁ своевременные выплаты; ⦁ гибкий график; ⦁ молодой коллектив, лишенный лишних формальностей; ⦁ возможность карьерного, профессионального, личностного роста.","⦁ хорошие знания html5, css3, js(jquery как минимум), less/sass; ⦁ использование инструментов для сборки; ⦁ интерес к разработке сайтов; ⦁ верстка должна быть кроссбраузерной, адаптивной, валидной и с высокой скоростью загрузки; ⦁ обязательно наличие портфолио; ⦁ знание программ пакета adobe; ⦁ знание php, mysql, wordpress, git будут преимуществом; ⦁ быстрая обучаемость; ⦁ структурное мышление; ⦁","наша компания инвестирует в собственные интернет-проекты, что даёт огромный простор для маневра и возможность воплощать в жизнь свои идеи. мы ищем устоявшегося html-верстальщика, у которого в портфолио уже есть проекты, которыми он гордится, кто готов развиваться и покорять новые вершины. ⦁ вёрстка страниц для сайтов на основе psd макетов (bootstrap); ⦁ вёрстка для адаптивных и мобильных решений; ⦁ выполнение правок на сайтах (по верстке, на wp); ⦁ оптимизация кода и графики; ⦁ самостоятельная «нарезка» графических элементов из растровых и векторных исходников; ⦁ хорошие знания html5, css3, js(jquery как минимум), less/sass; ⦁ использование инструментов для сборки; ⦁ интерес к разработке сайтов; ⦁ верстка должна быть кроссбраузерной, адаптивной, валидной и с высокой скоростью загрузки; ⦁ обязательно наличие портфолио; ⦁ знание программ пакета adobe; ⦁ знание php, mysql, wordpress, git будут преимуществом; ⦁ быстрая обучаемость; ⦁ структурное мышление; ⦁ 5 ссылок на ваши работы в сопроводительном письме. ⦁ никакого общения с клиентами; ⦁ своевременные выплаты; ⦁ гибкий график; ⦁ молодой коллектив, лишенный лишних формальностей; ⦁ возможность карьерного, профессионального, личностного роста.",html-верстальщикwp-разработчик(удаленно),Санкт-Петербург,30.0,90.0,Вайскод,2019-10-09T10:33:09+0300,between1And3,part,remote,PHP|jQuery|JavaScript|Git|CSS3|CSS|PHP5|HTML5|HTML|Jetbrains Phpstorm|Веб-программирование|CMS Wordpress|FTP|phpMyAdmin|СУБД|HTTP|Cистемы управления базами данных|SQL|Ajax
884,884,"- оформление, ведение, развитие официальной группы rockyroki вконтакте - ведение и развитие аккаунта rockyroki в instagram (выкладка постов и сторис 4-6 в день) - работа по существующему медиа плану + дополнения и проработка; - отложенный постинг + постинг по мере поступления актуальных новостей - организация и проведение конкурсов, опросов, акций в группах и сообществах; - таргетированная реклама - привлечение целевой аудитории, увеличение количества посетителей, подписчиков, участников групп и активности участников - мониторинг отзывов о компании, ответы на вопросы; - анализ эффективности рекламных кампаний, smm-продвижения; - подготовка аналитических отчетов по выполненной работе - написание тематических постов и работа с готовыми текстами - подготовка списка потенциальных партнеров по рекламе - проработка партнерских программ, - заключение договоров о взаимодействии в информационном пространстве с лидерами мнений и партнерскими организациями - верстка не сложных дизайн макетов - монтаж видеороликов",удаленная работа,опыт ведения соц. сетей от 1 года любовь к музыке портфолио работ по работе smm удаленная работа,"- оформление, ведение, развитие официальной группы rockyroki вконтакте - ведение и развитие аккаунта rockyroki в instagram (выкладка постов и сторис 4-6 в день) - работа по существующему медиа плану + дополнения и проработка; - отложенный постинг + постинг по мере поступления актуальных новостей - организация и проведение конкурсов, опросов, акций в группах и сообществах; - таргетированная реклама - привлечение целевой аудитории, увеличение количества посетителей, подписчиков, участников групп и активности участников - мониторинг отзывов о компании, ответы на вопросы; - анализ эффективности рекламных кампаний, smm-продвижения; - подготовка аналитических отчетов по выполненной работе - написание тематических постов и работа с готовыми текстами - подготовка списка потенциальных партнеров по рекламе - проработка партнерских программ, - заключение договоров о взаимодействии в информационном пространстве с лидерами мнений и партнерскими организациями - верстка не сложных дизайн макетов - монтаж видеороликов опыт ведения соц. сетей от 1 года любовь к музыке портфолио работ по работе smm удаленная работа",smmспециалист,Санкт-Петербург,,15000.0,Шихирина Вероника Юрьевна ,2019-10-08T20:08:17+0300,between1And3,part,fullDay,Adobe Photoshop|SMM|Продвижение бренда|Планирование рекламных кампаний|Реклама
563,563,• информационный обмен между офисами • анализ объемов информации • работа с электронной почтой • решение конфликтныx ситуаций • информационный обмен • ведение отчетности • ведение первичной документации (работа с накладными) • обработка данных и заполнения баз данных (excel) • информационный обмен с клиентами,• дружный‚ молодой коллектив • график работы: пятидневка с пн. по пт. с 9.00 до 13.00 или с 18.00 до 22.00. • зарплата = оклад + ежемесячная премия (до 20%) по результатам работы + оплата сверхурочных + выслуга лет • оформление в соответствии с тк рф (оплачиваемый ежегодный отпуск и больничный лист) • офис - центр города (10 минут пешком от ст. м. площадь восстания или лиговский пр-кт),"• высшее образование или неполное высшее (последний‚ предпоследний курс) • уверенный пользователь пк (office‚ excel, e-mail‚internet, outlook) • желательно высокая скорость печати • оперативность • пунктуальность • внимательность • ответственность • хорошие навыки общения • коммуникабельность • умение работать интенсивно • дружный‚ молодой коллектив • график работы: пятидневка с пн. по пт. с 9.00 до 13.00 или с 18.00 до 22.00. • зарплата = оклад + ежемесячная премия (до 20%) по результатам работы + оплата сверхурочных + выслуга лет • оформление в соответствии с тк рф (оплачиваемый ежегодный отпуск и больничный лист) • офис - центр города (10 минут пешком от ст. м. площадь восстания или лиговский пр-кт)","крупная российская логистическая компания «даймэкс», лидирующая на рынке экспресс-доставки корреспонденции и грузов по россии и всему миру, ведет поиск кандидата на должность «менеджер информационно-аналитического отдела» в г. санкт-петербург. • информационный обмен между офисами • анализ объемов информации • работа с электронной почтой • решение конфликтныx ситуаций • информационный обмен • ведение отчетности • ведение первичной документации (работа с накладными) • обработка данных и заполнения баз данных (excel) • информационный обмен с клиентами • ведение первичной документации (работа с накладными) • обработка данных и заполнения баз данных (excel. 1 c. карго) • высшее образование или неполное высшее (последний‚ предпоследний курс) • уверенный пользователь пк (office‚ excel, e-mail‚internet, outlook) • желательно высокая скорость печати • оперативность • пунктуальность • внимательность • ответственность • хорошие навыки общения • коммуникабельность • умение работать интенсивно • дружный‚ молодой коллектив • график работы: пятидневка с пн. по пт. с 9.00 до 13.00 или с 18.00 до 22.00. • зарплата = оклад + ежемесячная премия (до 20%) по результатам работы + оплата сверхурочных + выслуга лет • оформление в соответствии с тк рф (оплачиваемый ежегодный отпуск и больничный лист) • офис - центр города (10 минут пешком от ст. м. площадь восстания или лиговский пр-кт)",менеджеринформационно-аналитическогоотдела,Санкт-Петербург,12500.0,16000.0,DIMEX,2019-10-03T12:42:29+0300,noExperience,part,fullDay,
1372,1372,"1. устанавливает на серверы и рабочие станции операционные системы и необходимое для работы программное обеспечение. 2.осуществляет конфигурацию программного обеспечения на серверах и рабочих станциях. 3.поддерживает в работоспособном состоянии программное обеспечение серверов и рабочих станций. 4.регистрирует пользователей локальной сети и почтового сервера, назначает идентификаторы и пароли. 5.осуществляет техническую и программную поддержку пользователей, консультирует пользователей по вопросам работы локальной сети и программ, составляет инструкции по работе с программным обеспечением и доводит их до сведения пользователей. 6.устанавливает права доступа и контролирует использование сетевых ресурсов. 7.обеспечивает своевременное копирование, архивирование и резервирование данных. 8.принимает меры по восстановлению работоспособности локальной сети при сбоях или выходе из строя сетевого оборудования. 9.выявляет ошибки пользователей и программного обеспечения и принимает меры по их исправлению. 10.проводит мониторинг сети, разрабатывает предложения по развитию инфраструктуры сети. 11.обеспечивает сетевую безопасность (защиту от несанкционированного доступа к информации, просмотра или изменения системных файлов и данных), безопасность межсетевого взаимодействия. 12.осуществляет антивирусную защиту локальной вычислительной сети, серверов и рабочих станций. 13.готовит предложения по модернизации и приобретению сетевого оборудования. 14.осуществляет контроль за монтажом оборудования локальной сети специалистами сторонних организаций. 15.сообщает своему непосредственному руководителю о случаях нарушения правил пользования локальной вычислительной сетью и принятых мерах.",в соответствии с трудовым законодательством,"профильное профессиональное образование, опыт технического обслуживания и ремонта персональных компьютеров и оргтехники. в соответствии с трудовым законодательством","1. устанавливает на серверы и рабочие станции операционные системы и необходимое для работы программное обеспечение. 2.осуществляет конфигурацию программного обеспечения на серверах и рабочих станциях. 3.поддерживает в работоспособном состоянии программное обеспечение серверов и рабочих станций. 4.регистрирует пользователей локальной сети и почтового сервера, назначает идентификаторы и пароли. 5.осуществляет техническую и программную поддержку пользователей, консультирует пользователей по вопросам работы локальной сети и программ, составляет инструкции по работе с программным обеспечением и доводит их до сведения пользователей. 6.устанавливает права доступа и контролирует использование сетевых ресурсов. 7.обеспечивает своевременное копирование, архивирование и резервирование данных. 8.принимает меры по восстановлению работоспособности локальной сети при сбоях или выходе из строя сетевого оборудования. 9.выявляет ошибки пользователей и программного обеспечения и принимает меры по их исправлению. 10.проводит мониторинг сети, разрабатывает предложения по развитию инфраструктуры сети. 11.обеспечивает сетевую безопасность (защиту от несанкционированного доступа к информации, просмотра или изменения системных файлов и данных), безопасность межсетевого взаимодействия. 12.осуществляет антивирусную защиту локальной вычислительной сети, серверов и рабочих станций. 13.готовит предложения по модернизации и приобретению сетевого оборудования. 14.осуществляет контроль за монтажом оборудования локальной сети специалистами сторонних организаций. 15.сообщает своему непосредственному руководителю о случаях нарушения правил пользования локальной вычислительной сетью и принятых мерах. профильное профессиональное образование, опыт технического обслуживания и ремонта персональных компьютеров и оргтехники. в соответствии с трудовым законодательством",инженер-программист,Тюмень,20000.0,25000.0,Управление Роспотребнадзора по Тюменской области,2019-09-24T12:39:14+0300,between1And3,full,fullDay,Администрирование сетевого оборудования|Настройка сетевых подключений|Внутренний контроль|Cистемы управления базами данных|Настройка ПК|Настройка почтовых серверов|Техническое обслуживание|Выездное обслуживание
1129,1129,"обеспечение в работоспособном состоянии информационных систем (локальная сеть, сайт, телефония, офисная техника, доступ в интернет, программные продукты, серверы, система видеонаблюдения); сервисное обслуживание it-оборудования; ввод в эксплуатацию нового оборудования; настройка по;",работа в офисе с 9 до 18 5/2; стабильная выплата заработной платы;,практические знания семейства ос microsoft windows на уровне продвинутого пользователя; базовые знания аппаратного обеспечения; опыт ремонта пк на уровне блочного ремонта; дисциплинированность; коммуникабельность; способность планировать свою работу; ответственность; работа в офисе с 9 до 18 5/2; стабильная выплата заработной платы;,"в связи с расширением штата требуется it-специалист. обеспечение в работоспособном состоянии информационных систем (локальная сеть, сайт, телефония, офисная техника, доступ в интернет, программные продукты, серверы, система видеонаблюдения); сервисное обслуживание it-оборудования; ввод в эксплуатацию нового оборудования; настройка по; практические знания семейства ос microsoft windows на уровне продвинутого пользователя; базовые знания аппаратного обеспечения; опыт ремонта пк на уровне блочного ремонта; дисциплинированность; коммуникабельность; способность планировать свою работу; ответственность; работа в офисе с 9 до 18 5/2; стабильная выплата заработной платы;",it-специалист,Тюмень,22000.0,25000.0,IT-Группа СВОИ,2019-09-20T12:05:36+0300,between1And3,full,fullDay,Системы видеонаблюдения|Ремонт ПК|Настройка сетевых подключений|Проектирование ЛВС|Мини-АТС|DHCP|Настройка DNS|Настройка ПК|Сборка ПК|Настройка ПО|Техническое обслуживание|Офисная техника|TCP/IP
1249,1249,"администрирование серверов linux\windows администрирование гипервизоров vmware esxi администрирование управляемого сетевого оборудование администрирование ip систем видеонаблюдения администрирование хостинга, доработка и наполнение информацией сайта поликлиники администрирование, монтаж электронной очереди администрирование антивирусных систем установка и настройка криптографических средств диагностика неисправности оборудования, мелкий ремонт техническая поддержка пользователей выполнение поручений руководителя обслуживание парка компьютерной техники в гауз то &quot;городская поликлиника № 17&quot; информационно-техническая поддержка пользователей быстрая диагностика проблем и устранение неполадок консультация пользователей настройка стандартного и внутреннего по","соц.пакет, официальное трудоустройство, белая зарплата.","что мы ждем от кандидата профильное среднее или высшее образование опыт работы в аналогичной сфере глубокие знания компьютерного по и оборудования базовые знания принципов работы сетевых служб и протоколов понимание технического английского в приложениях и инструкциях эрудированность, возможность анализировать несколько потоков информации желание развиваться грамотный письменный и устный язык хорошие знания ad,gpo,dns,dhcp,wsus базовые знания linux базовые знания настройки и администрирования систем виртуализации vmware esxi понимание работы сети на базовом уровне стрессоустойчивость, умение находить пути решения проблемы самостоятельно в короткие сроки, высокая коммуникабельность. соц.пакет, официальное трудоустройство, белая зарплата.","администрирование серверов linux\windows администрирование гипервизоров vmware esxi администрирование управляемого сетевого оборудование администрирование ip систем видеонаблюдения администрирование хостинга, доработка и наполнение информацией сайта поликлиники администрирование, монтаж электронной очереди администрирование антивирусных систем установка и настройка криптографических средств диагностика неисправности оборудования, мелкий ремонт техническая поддержка пользователей выполнение поручений руководителя обслуживание парка компьютерной техники в гауз то &quot;городская поликлиника № 17&quot; информационно-техническая поддержка пользователей быстрая диагностика проблем и устранение неполадок консультация пользователей настройка стандартного и внутреннего по что мы ждем от кандидата профильное среднее или высшее образование опыт работы в аналогичной сфере глубокие знания компьютерного по и оборудования базовые знания принципов работы сетевых служб и протоколов понимание технического английского в приложениях и инструкциях эрудированность, возможность анализировать несколько потоков информации желание развиваться грамотный письменный и устный язык хорошие знания ad,gpo,dns,dhcp,wsus базовые знания linux базовые знания настройки и администрирования систем виртуализации vmware esxi понимание работы сети на базовом уровне стрессоустойчивость, умение находить пути решения проблемы самостоятельно в короткие сроки, высокая коммуникабельность. соц.пакет, официальное трудоустройство, белая зарплата.",системныйадминистратор,Тюмень,22000.0,25000.0,ГАУЗ ТО Городская поликлиника № 17,2019-10-04T12:17:15+0300,between1And3,full,fullDay,
626,626,"— знакомство с инженерами крупных предприятий; — консультация клиентов (цена/сроки), прием заказов и оплаты; — распределение заказов по переводчикам, контроль и оплата их работы; — перевод и заверение у нотариуса небольших документов; — ведение постоянных клиентов, отправка презентаций новым;",— полный день: пн-пт 9-18 с перерывом; — оклад 15 000 р + 15 % от прибыли по своим заказам; — первая неделя — обучение (без оплаты).,"— можно без опыта — всему научим; — высшее или неоконченное лингвистическое образование; — любовь к обучению, готовность нарабатывать опыт; — открытость, доброта, светлый взгляд на мир.","города переводов — это федеральная сеть бюро переводов. мы открыты во многих городах. сейчас мы ищем менеджеров. приглашаем и вас. рассматриваем любых кандидатов, в том числе: без опыта работы. менеджер отвечает на запросы клиентов, оформляет заказы, подбирает переводчиков и контролирует качество их работы. он — дирижер переводов. среди наших лучших менеджеров — не только переводчики, преподаватели и лингвисты, но и технологи хлебного производства. мы принимаем на работу даже без опыта работы — всему научим на первой неделе обучения. главное — любить учиться и отличный русский язык. вас ждет постоянный контакт с иностранными культурами, с иностранными гостями, с иностранными документами и языками. — знакомство с инженерами крупных предприятий; — консультация клиентов (цена/сроки), прием заказов и оплаты; — распределение заказов по переводчикам, контроль и оплата их работы; — перевод и заверение у нотариуса небольших документов; — ведение постоянных клиентов, отправка презентаций новым; — полный день: пн-пт 9-18 с перерывом; — оклад 15 000 р + 15 % от прибыли по своим заказам; — первая неделя — обучение (без оплаты). — можно без опыта — всему научим; — высшее или неоконченное лингвистическое образование; — любовь к обучению, готовность нарабатывать опыт; — открытость, доброта, светлый взгляд на мир. приятные моменты: — всему научим с нуля, даже технолога хлебного производства; — постоянный контакт с иностранными языками и культурой; — перспективы: старший менеджер, директор, доля в бюро переводов. присылайте резюме с ответами на следующие вопросы: 1. когда готовы выйти? 2. сколько времени от дома до нас? 3. размер последней з/п? 4. почему уволились? 5. как часто пропускаете работу из-за болезни? 6. дети и другие планы на жизнь? 7. чем вы лучше других кандидатов? 8. что для вас на работе самое важное? 9. сколько думаете зарабатывать? или заполните анкету на нашем сайте в разделе &quot;переводчикам / стать нашим менеджером&quot;",менеджервбюропереводов,Санкт-Петербург,15000.0,30000.0,Города Переводов,2019-10-09T12:18:43+0300,noExperience,full,fullDay,
779,779,,,"— опыт работы от 3х лет —отличное знание html5, css3 — опыт адаптивной верстки для мобильных телефонов — понимание принципов работы js (большой плюс умение работать с js/jquery) — умение работать с photoshop — уверенное понимание git — внимательность, ответственность и здоровая степень перфекционизма условия работы частичная занятость, удаленная работа на неполный рабочий день (30-40 часов в месяц); оплата 500-800 рублей за час работы. тайм-трекинг осуществляется при помощи redmine; постановка, обсуждение и контроль задач ведется в skype;","требуется html-верстальщик на удаленную работу на неполный рабочий день. у нас есть необходимость в верстке html страниц web приложений. объем работ: ориентировочно 40 часов в месяц адаптивная и кроссбраузерная (chrome, ie11, safari) верстка шаблонов сайтов из psd в html — опыт работы от 3х лет —отличное знание html5, css3 — опыт адаптивной верстки для мобильных телефонов — понимание принципов работы js (большой плюс умение работать с js/jquery) — умение работать с photoshop — уверенное понимание git — внимательность, ответственность и здоровая степень перфекционизма условия работы частичная занятость, удаленная работа на неполный рабочий день (30-40 часов в месяц); оплата 500-800 рублей за час работы. тайм-трекинг осуществляется при помощи redmine; постановка, обсуждение и контроль задач ведется в skype;",html-верстальщик,Санкт-Петербург,20000.0,30000.0,Артеко,2019-09-16T13:44:05+0300,between3And6,project,remote,HTML|CSS|HTML5|CSS3|Adobe Photoshop|jQuery|Git|XML|Ajax
1189,1189,,,,"обязанности: обслуживание ит-инфраструктуры заказчиков (юридические лица); прием и регистрация заявок пользователей в системе service desk; диагностика проблем и устранение неполадок; удаленное администрирование компьютеров пользователей; консультация и обучение пользователей; установка и настройка по; требования: высшее (неоконченное высшее) техническое образование; опыт работы с обслуживанием компьютеров на уровне диагностики и замены оборудования; опыт установки, настройки и администрирования ос windows, офисного пакета программ; понимание принципов построения компьютерных сетей; желание работать и развиваться в команде; ответственность, доброжелательность, хорошие коммуникативные навыки, умение быстро и самостоятельно обучаться; условия: работа в аутсорсинговой it компании тюмени; своевременная выплата заработной платы; интересные проекты; молодой дружный коллектив; график работы 5/2; официальное оформление по тк рф; возможность карьерного роста; территориальная доступность (район дома печати).",it-cпециалистслужбытехническойподдержки,Тюмень,20000.0,30000.0,Юнивим,2019-09-12T10:17:29+0300,between1And3,full,fullDay,
638,638,,,,"radario – digital платформа для культурно-развлекательного рынка (театры, концерты, мероприятия). мы не продаем билеты, мы создаем ит-решения, которые помогают организаторам собирать полные залы. сейчас мы растем, укрепляем команду колл-центра. ищем тех, кто любит и хочет общаться по телефону, помогать клиентам в их вопросах . эта позиция подойдет для начинающего специалиста. отличный старт для будущей карьеры в отделе развития, продажах, техподдержке или разработке. чем предстоит заниматься: принимать и распределять входящие звонки в соответствии со скриптами. обрабатывать запросы клиентов в чате и почте, регистрировать в ис. помогать покупателям билетов (консультировать, оформлять возвраты, повторно отправлять билеты и т.п.). помогать клиентам компании и рассказывать о возможностях продуктов радарио. мы с радостью возьмем тебя в команду, если ты: активный, коммуникабельный и отзывчивый. любишь помогать людям, не устаешь от этого. всегда в поиске новых знаний, умеешь усваивать большой объем информации и быстро реагируешь на изменения. на «ты» с компьютером и офисными программами, готов к обучению более сложной компьютерной грамоте. грамотен, внимателен к деталям. готов работать посменно 2/2 по 6 часов. смены зафиксированы заранее, можно совмещать с учебой. что мы предлагаем: график работы сменный - 2/2 в промежутке между 11:00 - 23:00 по 6 часов (например, с 11 до 18, либо с 18 до 23). можно работать по 12 часов в режиме 2/2, если удобно. оплата: 750 р/смена на испытательном сроке, после ис - 1000 р/смена. хорошо оборудованное рабочее место. офис рядом с м.василеостровская. официальное трудоустройство с первого дня. возможности профессионального и карьерного роста (в разработку, техподдержку, продажи, отдел по работе с постоянными клиентами). дружный, неформальный и молодой коллектив. если все это для тебя и о тебе, мы ждем резюме !",операторcall-центра(график22по6часов),Санкт-Петербург,25000.0,30000.0,Радарио,2019-10-04T17:10:07+0300,noExperience,full,shift,Прием и распределение звонков|Консультирование клиентов по телефону|входящие звонки|Ответственность|Работа с юридическими лицами|работа с физическими лицами|Консультирование клиентов
