salarys	NAN - NAN	1
		
days	avg	14.0
days	max	14.0
days	min	14.0
 		
experience	between1And3	1
  		
employment	full	1
   		
schedule	fullDay	1
    		
skills	Управление проектами	1
skills	MS PowerPoint	1
skills	Управление персоналом	1
skills	Деловая переписка	1
skills	Грамотная речь	1
skills	Деловая коммуникация	1
skills	Внутренние коммуникации	1
skills	Организация встреч	1
skills	Работа в команде	1
skills	Обучение и развитие	1
skills	Организационное консультирование	1
skills	Документооборот	1
skills	Высокая скорость печати	1
skills	Коммуникативная стратегия	1
     		
