,Unnamed: 0,responsibility,conditions,requirement,description,name,city,salary_from,salary_to,employer,published_at,experience,employment,schedule,key_skills
1139,1139,"поддержка / доработка существующей функциональности (отчеты, печатные формы, user-exit); поддержка и доработка интерфейсов связи со внешними системами; участие в разработке новой функциональности; оптимизация кода; поддержка пользователей системы; создание технической документации.","официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании.","неполное высшее (ит специальности); желание развиваться в сфере ит; знание любого языка программирования (мы научим); английский язык на уровне чтения и понимания документации; ответственность, нацеленность на результат.","строительный двор - крупнейший поставщик строительных и отделочных материалов с 1993 года! 16 городов, 54 розничных магазинов, более 2 000 сотрудников. у нас микросервисная архитектура и agile подход к разработке, нет менеджеров и начальников, у нас есть самоорганизованные команды! открытость экспериментам и новым инструментам! мы любим web и у нас всегда есть интересные задачи! неполное высшее (ит специальности); желание развиваться в сфере ит; знание любого языка программирования (мы научим); английский язык на уровне чтения и понимания документации; ответственность, нацеленность на результат. будет плюсом: знание языка программирования abap. поддержка / доработка существующей функциональности (отчеты, печатные формы, user-exit); поддержка и доработка интерфейсов связи со внешними системами; участие в разработке новой функциональности; оптимизация кода; поддержка пользователей системы; создание технической документации. официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска за каждый год работы в компании. стань частью нашей команды ! мы ждём твоё резюме!",начинающийспециалистit,Тюмень,30000.0,120000.0,Строительный Двор,2019-10-07T07:52:54+0300,between1And3,full,flexible,ABAP|ООП|SAP ERP|Java|SQL|MS SQL|Python|XML|PHP
1211,1211,"проектирование, разработка, внедрение и сопровождение проектов компании с использованием технологического стека java, spring.","официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска, за год работы в компании.","java; spring framework (boot, rest, data-jpa); postgresql.","строительный двор - крупнейший поставщик строительных и отделочных материалов с 1993 года! 16 городов, 54 розничных магазинов, более 2 000 сотрудников. у нас микросервисная архитектура и agile подход к разработке, нет менеджеров и начальников, у нас есть самоорганизованные команды! открытость экспериментам и новым инструментам! мы любим web и у нас всегда есть интересные задачи! общие требования: опыт коммерческой разработки (не менее 1 года); опыт командной работы. java; spring framework (boot, rest, data-jpa); postgresql. будет плюсом: знание docker, kubernetes; опыт коммерческой разработки с использованием spring; опыт разработки микросервисов; приверженность к чистому коду и к чистой архитектуре; опыт работы с системами управления версий; умение тестировать код (junit, mockito); желание учиться, развиваться, решать бизнес задачи. проектирование, разработка, внедрение и сопровождение проектов компании с использованием технологического стека java, spring. официальная заработная плата, уровень обсуждается на собеседовании; свободный график работы; официальное трудоустройство; современный классный офис со своей столовой; насыщенная корпоративная жизнь; дополнительный официальный день отпуска, за год работы в компании. стань частью нашей команды ! мы ждём твоё резюме!",java-разработчик,Тюмень,30000.0,120000.0,Строительный Двор,2019-10-07T07:52:54+0300,between1And3,full,fullDay,Java|Spring Framework|PostgreSQL|Hibernate|Mockito|JUnit|Docker|Kubernetes
380,380,проведение технического аудита сайта сбор и кластеризация семантического ядра внутренняя оптимизация сайта внешняя оптимизация сайта проведение аудита поисковой выдачи помощь в составлении кп менеджерам по продажам.,"5-дневная рабочая неделя 10:00-19:00 (пт 18:00), обеденный перерыв. оклад","знание html/html5, css. ответственность желание и умение учиться. 5-дневная рабочая неделя 10:00-19:00 (пт 18:00), обеденный перерыв. оклад","компания webinmedia приглашает сотрудника на должность seo оптимизатор, с опытом и без опыта на полное обучение. проведение технического аудита сайта сбор и кластеризация семантического ядра внутренняя оптимизация сайта внешняя оптимизация сайта проведение аудита поисковой выдачи помощь в составлении кп менеджерам по продажам. знание html/html5, css. ответственность желание и умение учиться. 5-дневная рабочая неделя 10:00-19:00 (пт 18:00), обеденный перерыв. оклад 40000 руб. + премии за выполнение kpi работа в современном офисе, новый бизнес-центр в 15 минут хотьбы от ст.м. василеостровская, приморская. комфортно оборудованное персональное рабочее место, бесплатно чай/кофе. возможность проходить необходимое дополнительное обучение за счет компании. возможность профессионального развития в опытной и перспективной компании. возможность участвовать в обучении, круглых столах и крупных семинарах от компании. молодой, дружный коллектив.",seo-специалист,Санкт-Петербург,40000.0,120000.0,Жарков Василий Владимирович,2019-09-24T17:08:39+0300,noExperience,full,fullDay,Внешняя оптимизация сайта|Поисковая оптимизация мобильной версии сайта|Создание систем перелинковок|Технический аудит сайта|Формирование технического задания для разработки|Аудит поисковой видимости сайта|Работа с доменами|регистрация сайта в каталогах|Зарубежные поисковые системы|SEO оптимизация|Российские поисковые системы|Внутренняя оптимизация сайта|Копирайтинг|Составление семантического ядра|внешний аудит сайта|внутренний аудит сайта
586,586,,,,"сфера деятельности: мы являемся одной из старейших типографии санкт-петербурга. начиная с 2019 года, вывели на рынок приложение в сфере дополненной реальности (ar). готовы предложить клиенту любой проект на базе этой технологии, начиная от интеграции 3d объекта в приложение на базе ios и android и заканчивая полноценной навигацией по торговому центру или аэропорту. в связи с этим, в департамент по ведению проектов требуется менеджер отдела продаж. задача: - продавать со своей стороны предоставим: - входящие заявки - вручную подготовленную базу потенциальных клиентов (она действительно теплая) - офис у метро василеостровская / спортивная - прозрачную, отлаженную систему мотивации с доходом свыше 100 000 р. для тех, кто выполняет реалистичный план - оплачиваемую мобильную связь, телефон - оплату всех рабочих выездов по городу, командировок, выставок. - готовые презентации, marketing kit, скрипты переговоров, обучающий материал и все что может потребоваться для продаж. - гибкий рабочий график - по-настоящему крутой и качественный продукт. мы не делаем «полуфабрикат», а хотим действительно помочь клиенту достичь намеченную цель. от тебя ждем: - успешный опыт в продажах b2b - навык ведения эффективных переговоров - корректное ведение crm, документов, отчетов и проч. - ведение клиента - от первого диалога до закрывающих документов - желание работать с полной отдачей и расти вместе с командой",менеджеротделапродаж,Санкт-Петербург,40000.0,120000.0,САТИСЪ,2019-10-01T19:27:39+0300,between1And3,full,flexible,Пользователь ПК|Грамотная речь|Активные продажи|Навыки продаж|Навыки переговоров|Навыки презентации|Сопровождение клиентов|телефонные продажи|B2B Продажи|CRM|Ориентация на результат
832,832,разработка web-приложения интернет-магазина использование спецификации от дизайнера интеграция с api сервера,"никаких долгих испытательных сроков; гибкий график работы; зарплата обсуждается индивидуально по результатам собеседования и выбранному типу занятости и графику работы; отличные возможности для профессионального обучения и развития; достойная оплата труда, премии по результатам выполненных задач;",уверенное владение технологиями javascript es6 reactjs redux html / css / css in js nextjs + nodejs опыт работы в реальных проектах; английский язык – технический; умение работать в команде; желание и умение учиться; опыт работы программистом от 3 лет;,"разработка web-приложения интернет-магазина использование спецификации от дизайнера интеграция с api сервера уверенное владение технологиями javascript es6 reactjs redux html / css / css in js nextjs + nodejs опыт работы в реальных проектах; английский язык – технический; умение работать в команде; желание и умение учиться; опыт работы программистом от 3 лет; приветствуется: наличие портфолио; понимание основ разработки и оптимизации клиент-серверных решений; опыт применения различных практик и методологий разработки; никаких долгих испытательных сроков; гибкий график работы; зарплата обсуждается индивидуально по результатам собеседования и выбранному типу занятости и графику работы; отличные возможности для профессионального обучения и развития; достойная оплата труда, премии по результатам выполненных задач;",программистreactjs,Санкт-Петербург,40000.0,120000.0,CyberiaSoft,2019-10-03T22:19:35+0300,between1And3,project,remote,ES6|ReactJS|Redux|NextJS|NodeJS|JavaScript
407,407,прокладка utp-cat5e от оборудования оператора до клиента настройка клиентского оборудования,"оплата каждой подключенной заявки, совокупный доход от 50 000 р. график работы 5/2, рабочее время с 10:00 до 20:00, в зависимости от количества заявок на подключение. предоставление спец. одежды оплачиваемая стажировка (не более месяца) ищем сотрудников в выборгский район","знание основ построения лвс опытный пользователь пк умение работать с электроинструментом ответственность, пунктуальность, исполнительность, стрессоустойчивость оплата каждой подключенной заявки, совокупный доход от 50 000 р. график работы 5/2, рабочее время с 10:00 до 20:00, в зависимости от количества заявок на подключение. предоставление спец. одежды оплачиваемая стажировка (не более месяца) ищем сотрудников в выборгский район","skynet - оператор связи. мы входим в тройку лидеров по предоставлению услуг интернета и цифрового телевидения по спб и ло. ищем монтажников связи! прокладка utp-cat5e от оборудования оператора до клиента настройка клиентского оборудования знание основ построения лвс опытный пользователь пк умение работать с электроинструментом ответственность, пунктуальность, исполнительность, стрессоустойчивость оплата каждой подключенной заявки, совокупный доход от 50 000 р. график работы 5/2, рабочее время с 10:00 до 20:00, в зависимости от количества заявок на подключение. предоставление спец. одежды оплачиваемая стажировка (не более месяца) ищем сотрудников в выборгский район",монтажниксвязи(выборгскийрайон),Санкт-Петербург,50000.0,120000.0,SkyNet,2019-10-07T11:48:06+0300,noExperience,full,fullDay,Прокладка кабелей|Техническое обслуживание|Настройка ПК|Стрессоустойчивость|Исполнительность|Ответственность|Коммуникабельность|Настройка сетевых подключений|Знание основ построения ЛВС|Пунктуальность|Деловое общение|Грамотная речь|Ведение переговоров
599,599,"прокладка волоконно-оптических линий связи установка и настройка активного оборудования internet монтаж скс (прокладка кабелей типа «витая пара», монтажных лотков по зданиям и сооружениям) монтаж распределительных боксов и «разделка» кабелей связи участие в работах по монтажу узлов связи работа с технической/проектной документацией монтаж слаботочных розеток, коробов, телекоммуникационных шкафов монтаж систем видеонаблюдения","работа с передовыми провайдерами дом.ру, мтс, билайн, ростелеком, а так же крупными сетевыми интеграторами сдельная оплата труда, без ограничения верхнего уровня выплата заработной платы два раза в месяц, без задержек возможность профессионального и карьерного роста прокладка волоконно-оптических линий связи установка и настройка активного оборудования internet монтаж скс (прокладка кабелей типа «витая пара», монтажных лотков по зданиям и сооружениям) монтаж распределительных боксов и «разделка» кабелей связи участие в работах по монтажу узлов связи работа с технической/проектной документацией монтаж слаботочных розеток, коробов, телекоммуникационных шкафов монтаж систем видеонаблюдения","средне-специальное образование (техническое) умение работать с монтажным и измерительным инструментом ответственность, трудолюбие исполнительность, обучаемость опыт работы обязателен","в связи с расширением штата компания &quot;аплинк&quot; приглашает на работу активных целеустремленных сильных и ответственных людей на работу по специальности монтажник линий связи. работа с передовыми провайдерами дом.ру, мтс, билайн, ростелеком, а так же крупными сетевыми интеграторами сдельная оплата труда, без ограничения верхнего уровня выплата заработной платы два раза в месяц, без задержек возможность профессионального и карьерного роста прокладка волоконно-оптических линий связи установка и настройка активного оборудования internet монтаж скс (прокладка кабелей типа «витая пара», монтажных лотков по зданиям и сооружениям) монтаж распределительных боксов и «разделка» кабелей связи участие в работах по монтажу узлов связи работа с технической/проектной документацией монтаж слаботочных розеток, коробов, телекоммуникационных шкафов монтаж систем видеонаблюдения средне-специальное образование (техническое) умение работать с монтажным и измерительным инструментом ответственность, трудолюбие исполнительность, обучаемость опыт работы обязателен",монтажниксвязи(лвссксволсвидеонаблюденияскуд),Санкт-Петербург,50000.0,120000.0,Аплинк,2019-10-09T14:02:06+0300,between1And3,full,fullDay,
1275,1275,разрабатывать мобильное приложение на flutter. обеспечивать качество путем участия в code review и написания автоматизированных тестов.,"опытная команда неравнодушных людей (в офисе сейчас более 50 человек); полностью оборудованное рабочее место; комфортный офис, такого ты еще не видел; демократичный стиль управления в компании (всегда можно обсудить и внедрить идеи, оптимизацию); оплата всегда стабильно и вовремя.","желание освоить программирование на flutter/dart; минимальный опыт разработки на flutter или dart, это может быть хобби-проект; опыт разработки на других языках программирования; опыт нативной разработки для android или ios, либо кросс-платформенной разработки на reactnative будет плюсом. опытная команда неравнодушных людей (в офисе сейчас более 50 человек); полностью оборудованное рабочее место; комфортный офис, такого ты еще не видел; демократичный стиль управления в компании (всегда можно обсудить и внедрить идеи, оптимизацию); оплата всегда стабильно и вовремя.","уникальный совместный проект creative и рбк (росбизнесконсалтинг) - офис разработки продуктов для ведущего мультимедийного холдинга россии в тюмени. создавать классные продукты федерального масштаба находясь в любимом городе стало реальностью. среди проектов: удобные инструменты для чтения прессы, поиска и совместной работы с информацией; системы для создания и управления дайджестами, продукты для автоматизации и ускорения оцифровки старых изданий и добавления их на медиа-ресурсы. в связи с расширением команды разработки мобильных приложений нам нужны разработчики на flutter. новая популярная технология уверенными шагами захватывает рынок и сердца программистов. мы готовы помочь в обучении. необходим только смежный опыт разработки. разрабатывать мобильное приложение на flutter. обеспечивать качество путем участия в code review и написания автоматизированных тестов. желание освоить программирование на flutter/dart; минимальный опыт разработки на flutter или dart, это может быть хобби-проект; опыт разработки на других языках программирования; опыт нативной разработки для android или ios, либо кросс-платформенной разработки на reactnative будет плюсом. опытная команда неравнодушных людей (в офисе сейчас более 50 человек); полностью оборудованное рабочее место; комфортный офис, такого ты еще не видел; демократичный стиль управления в компании (всегда можно обсудить и внедрить идеи, оптимизацию); оплата всегда стабильно и вовремя.",flutter-разработчик,Тюмень,50000.0,120000.0,Креатив,2019-10-01T15:13:06+0300,between1And3,full,fullDay,Flutter|Dart|Android|iOS
232,232,"разработка и сопровождение корпоративного программного обеспечения для страховых компаний и негосударственных пенсионных фондов. основные клиенты: нпф &quot;сбербанк&quot;, ск &quot;согласие&quot;, ск &quot;согласие-вита&quot;, ск &quot;альянс&quot; (бывшая росно), ск civ-life, ск вск; задачи разного уровня сложности, преимущественно связанные со страховым, налоговым и бухгалтерским учетом, внутренним документооборотом компаний, поддержкой внутренних бизнес-процессов, интеграции разнородных систем; разработка back решений;","комфортный офис в центре города, оборудованный кухней; оформление по трудовому кодексу; белая заработная плата; развитая социальная программа.","знание sql (oracle, ms sql server); опыт работы на любом языке разработки высокого уровня (delphi, с++, .net, java); желателен опыт разработки корпоративного программного обеспечения; умение работать с чужим кодом, грамотно его комментировать; высокая стрессоустойчивость и способность к высоким нагрузкам;","разработка и сопровождение корпоративного программного обеспечения для страховых компаний и негосударственных пенсионных фондов. основные клиенты: нпф &quot;сбербанк&quot;, ск &quot;согласие&quot;, ск &quot;согласие-вита&quot;, ск &quot;альянс&quot; (бывшая росно), ск civ-life, ск вск; задачи разного уровня сложности, преимущественно связанные со страховым, налоговым и бухгалтерским учетом, внутренним документооборотом компаний, поддержкой внутренних бизнес-процессов, интеграции разнородных систем; разработка back решений; знание sql (oracle, ms sql server); опыт работы на любом языке разработки высокого уровня (delphi, с++, .net, java); желателен опыт разработки корпоративного программного обеспечения; умение работать с чужим кодом, грамотно его комментировать; высокая стрессоустойчивость и способность к высоким нагрузкам; приветствуется: опыт работы с системами контроля версий (vss, mercurial и т.п.) опыт работы с баг-трекерами (redmine, jira и т.п.) знания в области интеграции различных систем, электронного обмена данными между приложениями опыт работы с программами по ведению бухгалтерской и финансовой отчетности для нас важны такие качества как: умение планировать время и оценивать свои силы на поставленные задачи; умение работать в команде ( в том числе удаленно); ответственность; нацеленность на результат; желание постоянно расти и развиваться, используя современные технологии. комфортный офис в центре города, оборудованный кухней; оформление по трудовому кодексу; белая заработная плата; развитая социальная программа.",программистdelphi,Санкт-Петербург,60000.0,120000.0,БиАйВи,2019-10-08T16:32:29+0300,between1And3,full,fullDay,Delphi|ORACLE|MS SQL|Diasoft
1132,1132,,"удалённая работа, полный рабочий день (при необходимости с руководителем можно согласовать позднее/раннее начало рабочего дня, перерывы в течение дня) оформление по тк рф, белая зарплата (размер обсуждаем индивидуально, по результатам интервью) интересные и сложные задачи (крупные проекты, базы с высокой нагрузкой, заказчики на разных континентах, использование возможностей новейших версий платформы 1с)","опыт работы по scrum знания и опыт (желательно) использования приемов фасилитации и коучинга, разрешения конфликтов, повышения прозрачности знание и опыт применения широко распространенных agile практик: user stories, bdd, devops опыт работы в качестве scrum master (желательно) опыт работы с удаленными распределенными командами (желательно)","вакансия подразделения bit:erp. специализация подразделения: масштабные проекты автоматизации на платформе 1с:предприятие по scrum. мы применяем передовые мировые практики и инструменты в наших проектах. наше подразделение обладает уникальным для рынка 1с опытом удалённой командной разработки на крупных проектах (с сотнями и тысячами пользователей). в настоящее время 90% сотрудников подразделения работают удаленно. наши сотрудники живут в 7 часовых поясах и у нас никогда не наступает ночь ;) в настоящий момент мы являемся одной из самых технологичных и эффективных команд на рынке корпоративной автоматизации в россии. мы первые начали делать крупномасштабные проекты внедрения erp-систем по scrum. у нас амбициозные планы по развитию. опыт работы по scrum знания и опыт (желательно) использования приемов фасилитации и коучинга, разрешения конфликтов, повышения прозрачности знание и опыт применения широко распространенных agile практик: user stories, bdd, devops опыт работы в качестве scrum master (желательно) опыт работы с удаленными распределенными командами (желательно) основные задачи организация работы scrum команд фасилитация событий scrum, обсуждений, принятий решений и разрешений конфликтов помощь командам разобраться в том, как использовать принципы и ценности agile/scrum устранение препятствий, обучение команд устранять препятствия помогать командам в обмене опытом и распространении удачных решений на все команды стэк, инфраструктура, инструменты 1с:предприятие, atlassian, zoom, slack, confluence, jira, bitbucket, jenkins, vs code, sonarqube, jira service desk, terraform чего у нас нет бюрократии (де-факто мы являемся стартапом в рамках компании первый бит со всеми вытекающими плюсами и минусами); переработок (ну, за исключением редких мега-факапов) задержек зарплаты удалённая работа, полный рабочий день (при необходимости с руководителем можно согласовать позднее/раннее начало рабочего дня, перерывы в течение дня) оформление по тк рф, белая зарплата (размер обсуждаем индивидуально, по результатам интервью) интересные и сложные задачи (крупные проекты, базы с высокой нагрузкой, заказчики на разных континентах, использование возможностей новейших версий платформы 1с)",scrummaster,Тюмень,60000.0,120000.0,Первый Бит,2019-09-23T11:09:00+0300,between1And3,full,remote,Scrum|Agile Project Management|Atlassian Jira|Git|Atlassian Confluence|Project management|Управление проектами|Ведение переговоров|Управление персоналом|Организаторские навыки
